question	label
我曾听说过一位名叫卢曼华的政治家，然而我对她的信息了解甚少。我仅知道她的国籍是英国，她在香港出生。我想知道她的外文名，她生于何年何月，她的职业，以及她在政界取得的主要成就。我还想了解她是哪个政党的成员。该问题的答案在知识库中对应的三元组为['卢曼华 ||| 外文名 ||| Anna Manwah Lo', '卢曼华 ||| 出生年月 ||| 1950年', '卢曼华 ||| 职业 ||| 北爱尔兰地方议会议员', '卢曼华 ||| 主要成就 ||| 成功当选北爱尔兰地方议会议员', '卢曼华 ||| 政党 ||| 联合党']。这样对吗？	1
我曾听说过一位名叫卢曼华的政治家，然而我对她的信息了解甚少。我仅知道她的国籍是英国，她在香港出生。我想知道她的外文名，她生于何年何月，她的职业，以及她在政界取得的主要成就。我还想了解她是哪个政党的成员。该问题的答案在知识库中对应的三元组为['卢曼华 ||| 政党 ||| 联合党', '卢曼华 ||| 国籍 ||| 英国', '卢曼华 ||| 出生地 ||| 香港', '卢曼华 ||| 外文名 ||| Anna Manwah Lo', '卢曼华 ||| 出生年月 ||| 1950年', '卢曼华 ||| 职业 ||| 北爱尔兰地方议会议员', '卢曼华 ||| 主要成就 ||| 成功当选北爱尔兰地方议会议员', '卢曼华 ||| 政党 ||| 联合党']。这样对吗？	0
丹皮酚软膏的用法用量是多少？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
丹皮酚软膏的用法用量是多少？该问题的答案在知识库中对应的三元组为['丹皮酚软膏 ||| 药品名称 ||| 丹皮酚软膏']。这样对吗？	0
凶鳄影片级别如何？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
凶鳄影片级别如何？该问题的答案在知识库中对应的三元组为['凶鳄 ||| 影片片长 ||| 92分钟']。这样对吗？	0
罗曼·雷恩斯，我记得他是一位非常出色的摔角手。他用自己的勇气和力量，在擂台上赢得了无数的荣誉。然而，我对他的具体信息了解不多，例如他的别名、中文名、外文名、国籍、民族、出生地和出生日期。此外，我也想知道他的身高、体重、运动项目、所属运动队和主要奖项，以及他身为摔角手的一些重要事件，以及他的粉丝在哪里聚集。您能帮我找到这些信息吗？该问题的答案在知识库中对应的三元组为['Roman Reigns ||| 别名 ||| Roman Reigns', 'Roman Reigns ||| 中文名 ||| 罗曼·雷恩斯', 'Roman Reigns ||| 外文名 ||| Roman Reigns', 'Roman Reigns ||| 国籍 ||| 美国', 'Roman Reigns ||| 民族 ||| 萨摩亚人', 'Roman Reigns ||| 出生地 ||| 佛罗里达州彭萨科拉市', 'Roman Reigns ||| 出生日期 ||| 1985年5月25日', 'Roman Reigns ||| 身高 ||| 191', 'Roman Reigns ||| 体重 ||| 120KG', 'Roman Reigns ||| 运动项目 ||| 摔角', 'Roman Reigns ||| 所属运动队 ||| WWE', 'Roman Reigns ||| 主要奖项 ||| WWE双打冠军', 'Roman Reigns ||| 重要事件 ||| 2014年皇家大战单场淘汰选手12人', 'Roman Reigns ||| 粉丝聚集地 ||| 百度“罗曼雷恩斯”吧']。这样对吗？	1
罗曼·雷恩斯，我记得他是一位非常出色的摔角手。他用自己的勇气和力量，在擂台上赢得了无数的荣誉。然而，我对他的具体信息了解不多，例如他的别名、中文名、外文名、国籍、民族、出生地和出生日期。此外，我也想知道他的身高、体重、运动项目、所属运动队和主要奖项，以及他身为摔角手的一些重要事件，以及他的粉丝在哪里聚集。您能帮我找到这些信息吗？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
谁学习了奥古斯特·威廉·冯·霍夫曼的精神？该问题的答案在知识库中对应的三元组为['奥古斯特·威廉·冯·霍夫曼 ||| 施影响于 ||| 威廉·珀金']。这样对吗？	1
谁学习了奥古斯特·威廉·冯·霍夫曼的精神？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
我并不清楚，但一直想知道著名的钢琴家和作曲家菲尔德的主要成就是什么，以及他的代表作品是什么。该问题的答案在知识库中对应的三元组为['菲尔德 ||| 主要成就 ||| 《夜曲》', '菲尔德 ||| 代表作品 ||| 《夜曲》']。这样对吗？	1
我并不清楚，但一直想知道著名的钢琴家和作曲家菲尔德的主要成就是什么，以及他的代表作品是什么。该问题的答案在知识库中对应的三元组为['菲尔德 ||| 主要成就 ||| 《夜曲》', '菲尔德 ||| 代表作品 ||| 《夜曲》']。这样对吗？	0
哪一年组织并建立了flipsyde该问题的答案在知识库中对应的三元组为['flipsyde ||| 成立时间 ||| 2003年']。这样对吗？	1
哪一年组织并建立了flipsyde该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
上官海棠有什么招术？该问题的答案在知识库中对应的三元组为['上官海棠 ||| 能力（招术） ||| 满天花雨撒金钱']。这样对吗？	1
上官海棠有什么招术？该问题的答案在知识库中对应的三元组为['上官海棠 ||| 由谁饰演 ||| 叶璇饰']。这样对吗？	0
漫画人物洛克船长的悬赏金是多少？该问题的答案在知识库中对应的三元组为['克洛船长 ||| 赏金 ||| 1600万']。这样对吗？	1
漫画人物洛克船长的悬赏金是多少？该问题的答案在知识库中对应的三元组为['洛克 ||| 籍贯 ||| 英国']。这样对吗？	0
我知道吉列尔莫·奥乔亚是一位非常优秀的足球运动员，他的国籍是墨西哥，他出生在墨西哥的瓜达拉哈拉，他还在2014年巴西世界杯巴西VS墨西哥的比赛中一战成名。但我对他个人的更多信息，如出生日期、他的身高和体重、他在哪个队伍踢球，以及他的技术特点和他的场上位置，并不了解，希望得到你的帮助。该问题的答案在知识库中对应的三元组为['吉列尔莫·奥乔亚 ||| 出生日期 ||| 1985-07-13', '吉列尔莫·奥乔亚 ||| 身高 ||| 185CM', '吉列尔莫·奥乔亚 ||| 体重 ||| 72公斤', '吉列尔莫·奥乔亚 ||| 所属运动队 ||| 马拉加足球俱乐部', '吉列尔莫·奥乔亚 ||| 专业特点 ||| 门将', '吉列尔莫·奥乔亚 ||| 场上位置 ||| 门将']。这样对吗？	1
我知道吉列尔莫·奥乔亚是一位非常优秀的足球运动员，他的国籍是墨西哥，他出生在墨西哥的瓜达拉哈拉，他还在2014年巴西世界杯巴西VS墨西哥的比赛中一战成名。但我对他个人的更多信息，如出生日期、他的身高和体重、他在哪个队伍踢球，以及他的技术特点和他的场上位置，并不了解，希望得到你的帮助。该问题的答案在知识库中对应的三元组为['吉列尔莫·奥乔亚 ||| 身高 ||| 185CM', '吉列尔莫·奥乔亚 ||| 所属运动队 ||| 马拉加足球俱乐部', '吉列尔莫·奥乔亚 ||| 个人资料 ||| 弗朗西斯科·吉列尔莫·奥乔亚·马加尼亚 Francisco Guillermo Ochoa Magaña', '吉列尔莫·奥乔亚 ||| 球衣号码 ||| 13', '吉列尔莫·奥乔亚 ||| 个人资料 ||| 弗朗西斯科·吉列尔莫·奥乔亚·马加尼亚 Francisco Guillermo Ochoa Magaña', '吉列尔莫·奥乔亚 ||| 出生日期 ||| 1985-07-13', '吉列尔莫·奥乔亚 ||| 身高 ||| 185CM', '吉列尔莫·奥乔亚 ||| 场上位置 ||| 门将', '吉列尔莫·奥乔亚 ||| 专业特点 ||| 门将']。这样对吗？	0
我有一个朋友，他来自日本，他是居住在东京都的。当我与他交谈的时候，他告诉我他生活在一个特别的区域，但我不记得那个区域的具体名字了。此外，当我问他那个区的人口数量时，他告诉我了一个具体的数字，但我也无法准确记住。他还向我展示了那里的时区，邮递区号，电话区号以及他自己的车牌号码，但我一时难以记全。你能帮我记住这些信息吗？该问题的答案在知识库中对应的三元组为['方南 ||| 特别区 ||| 杉并区', '方南 ||| 人口（2013年（平成25年）10月1日） ||| 11,950', '方南 ||| 时区 ||| JST（UTC+9）', '方南 ||| 邮递区号 ||| 168-0062', '方南 ||| 电话区号 ||| 03', '方南 ||| 车牌号码 ||| 练马']。这样对吗？	1
我有一个朋友，他来自日本，他是居住在东京都的。当我与他交谈的时候，他告诉我他生活在一个特别的区域，但我不记得那个区域的具体名字了。此外，当我问他那个区的人口数量时，他告诉我了一个具体的数字，但我也无法准确记住。他还向我展示了那里的时区，邮递区号，电话区号以及他自己的车牌号码，但我一时难以记全。你能帮我记住这些信息吗？该问题的答案在知识库中对应的三元组为['日本 ||| 货币单位 ||| 日圆 Japan Yen（￥，JPY）', '日本 ||| 著名历史人物 ||| 织田信长、丰臣秀吉、德川家康', '日本 ||| 人类发展指数 ||| 0.912（极高，2013年）', '日本 ||| 国际电话区号 ||| 81', '日本 ||| 道路通行方向 ||| 靠左驾驶', '日本 ||| 国际电话区号 ||| 81', '日本 ||| 古代著名景点 ||| 大阪城、平城京、大鸟居']。这样对吗？	0
冯坤这名我听得耳熟能详，得益于她在排球场上的卓越表现和影响力。而我注意到，有些信息我却不太了解，比如，她在哪所学校毕业？在球场上的位置是什么？是否参政议政？当过哪支运动队的一员？她的体重和身高分别是什么呢？您方便告诉我吗。该问题的答案在知识库中对应的三元组为['冯坤 ||| 毕业院校 ||| 北京什刹海体校', '冯坤 ||| 位置 ||| 二传', '冯坤 ||| 参政议政 ||| 全国人大代表', '冯坤 ||| 所属运动队 ||| 已退役', '冯坤 ||| 身高 ||| 182cm', '冯坤 ||| 体重 ||| 70kg']。这样对吗？	1
冯坤这名我听得耳熟能详，得益于她在排球场上的卓越表现和影响力。而我注意到，有些信息我却不太了解，比如，她在哪所学校毕业？在球场上的位置是什么？是否参政议政？当过哪支运动队的一员？她的体重和身高分别是什么呢？您方便告诉我吗。该问题的答案在知识库中对应的三元组为['冯坤 ||| 拦网高度 ||| 3米08']。这样对吗？	0
中国羽毛球运动员陈其遒是在哪一年宣布结束自己职业生涯的该问题的答案在知识库中对应的三元组为['陈其遒 ||| 退役 ||| 2005年']。这样对吗？	1
中国羽毛球运动员陈其遒是在哪一年宣布结束自己职业生涯的该问题的答案在知识库中对应的三元组为['陈其遒 ||| 现时世界排名 ||| 已退役']。这样对吗？	0
邱维理职称概述是？该问题的答案在知识库中对应的三元组为['邱维理 ||| 概述 ||| 北京师范大学副教授']。这样对吗？	1
邱维理职称概述是？该问题的答案在知识库中对应的三元组为['邱维理 ||| 职业 ||| 副教授']。这样对吗？	0
潍坊市建设局的现任局长是是谁？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
潍坊市建设局的现任局长是是谁？该问题的答案在知识库中对应的三元组为['潍坊市建设局 ||| 机构地址 ||| 东风东街251号']。这样对吗？	0
我正在找玉昔帖木儿的信息，他是元朝时期的一位重要人物。但我现在对他的信息知之甚少，包括他的别名、本名、所处时代、出生时间、去世时间、中文名、民族、国籍、职业。该问题的答案在知识库中对应的三元组为['玉昔帖木儿 ||| 别名 ||| 玉昔帖木儿', '玉昔帖木儿 ||| 本名 ||| 玉昔帖木儿', '玉昔帖木儿 ||| 所处时代 ||| 元朝', '玉昔帖木儿 ||| 出生时间 ||| 1242', '玉昔帖木儿 ||| 去世时间 ||| 1295', '玉昔帖木儿 ||| 中文名 ||| 玉昔帖木儿', '玉昔帖木儿 ||| 民族 ||| 蒙古族', '玉昔帖木儿 ||| 国籍 ||| 中国', '玉昔帖木儿 ||| 职业 ||| 大臣']。这样对吗？	1
我正在找玉昔帖木儿的信息，他是元朝时期的一位重要人物。但我现在对他的信息知之甚少，包括他的别名、本名、所处时代、出生时间、去世时间、中文名、民族、国籍、职业。该问题的答案在知识库中对应的三元组为['玉昔帖木儿 ||| 所处时代 ||| 元朝', '玉昔帖木儿 ||| 所处时代 ||| 元朝']。这样对吗？	0
最近，我观看了很多日本演员天海祐希的作品，她的表演真是非常出色，让人过难忘记。但我对于她的个人信息了解得还不够多，特别是她与哪个团体有关？她曾经荣获过哪些朱奖1？另外，她还参与了哪些舞台剧和IMDb的相关作品？期待你为我提供一些资料供补充。该问题的答案在知识库中对应的三元组为['天海祐希 ||| 相关团体 ||| 宝冢歌剧团', '天海祐希 ||| 奖项 ||| 日本电影金像奖新人奖 1997年《圣诞启示录》', '天海祐希 ||| 互联网电影数据库（IMDb）信息 ||| 《圣诞启示录》 《野球少年》', '天海祐希 ||| 舞台剧 ||| 《罗密欧与茱丽叶》 《凡尔赛玫瑰─奥斯卡篇─》 《乱世佳人》 《Me And My Girl》 《オケピ!》']。这样对吗？	1
最近，我观看了很多日本演员天海祐希的作品，她的表演真是非常出色，让人过难忘记。但我对于她的个人信息了解得还不够多，特别是她与哪个团体有关？她曾经荣获过哪些朱奖1？另外，她还参与了哪些舞台剧和IMDb的相关作品？期待你为我提供一些资料供补充。该问题的答案在知识库中对应的三元组为['天海祐希 ||| 相关团体 ||| 宝冢歌剧团', '天海祐希 ||| 出道作品 ||| 《撒马尔罕的的红玫瑰》 （暂，サマルカンドの赤いばら）', '天海祐希 ||| 奖项 ||| 日本电影金像奖新人奖 1997年《圣诞启示录》']。这样对吗？	0
天翔少女的大结局是什么？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
天翔少女的大结局是什么？该问题的答案在知识库中对应的三元组为['天翔少女 ||| 播放电视台 ||| 日本多家电视台', '天翔少女 ||| 播放电视台 ||| 日本多家电视台', '天翔少女 ||| 播放电视台 ||| 日本多家电视台']。这样对吗？	0
